Author,n,Sex,Group,Health,Age_grp,Age_M,Age_SD,Age_SEM,BWgt_M,BWgt_SD,BWgt_SEM,RT_status,RT_yr_min,RT_yr_M,RT_yr_SD,Equipment,Exercise,Upper_Lower,%1RM,Limb,Pace_method,CON_s,ECC_s,Sum_s,Contraction,ECC_CON_Reps_M,ECC_CON_Reps_SD,ECC_CON_Reps_SEM,ECC_CON_Reps_MIN,ECC_CON_Reps_MAX,ECC_CON_1RM_M,ECC_CON_1RM_SD,ECC_CON_1RM_ratio_M,ECC_CON_1RM_ratio_SD,ECC_1RM_M,ECC_1RM_SD,CON_1RM_M,CON_1RM_SD,ABT_Bwgt,ABT_Hgt
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Leg press,Lower,40,Bilateral,,,,,ECC-CON,80.1,47.9,,,,137.9,27,1.768,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Lat pulldown,Upper,40,Bilateral,,,,,ECC-CON,41.15,16.1,,,,59.9,11.6,0.768,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Chest press,Upper,40,Bilateral,,,,,ECC-CON,34.9,8.8,,,,63.9,15.4,0.819,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Knee extension,Lower,40,Bilateral,,,,,ECC-CON,23.4,5.1,,,,54,13.3,0.692,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Biceps curl,Upper,40,Bilateral,,,,,ECC-CON,24.3,7,,,,33.2,5.9,0.426,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Knee flexion,Lower,40,Bilateral,,,,,ECC-CON,18.6,5.7,,,,33,8.5,0.423,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,33.9,14.2,,,,137.9,27,1.768,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Lat pulldown,Upper,60,Bilateral,,,,,ECC-CON,19.7,6.1,,,,59.9,11.6,0.768,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Chest press,Upper,60,Bilateral,,,,,ECC-CON,19.7,49,,,,63.9,15.4,0.819,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Knee extension,Lower,60,Bilateral,,,,,ECC-CON,15.4,4.4,,,,54,13.3,0.692,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Biceps curl,Upper,60,Bilateral,,,,,ECC-CON,15.3,4.9,,,,33.2,5.9,0.426,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Knee flexion,Lower,60,Bilateral,,,,,ECC-CON,11.2,2.9,,,,33,8.5,0.423,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,15.2,6.5,,,,137.9,27,1.768,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Lat pulldown,Upper,80,Bilateral,,,,,ECC-CON,9.8,3.9,,,,59.9,11.6,0.768,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Chest press,Upper,80,Bilateral,,,,,ECC-CON,9.8,3.6,,,,63.9,15.4,0.819,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Knee extension,Lower,80,Bilateral,,,,,ECC-CON,9.3,3.4,,,,54,13.3,0.692,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Biceps curl,Upper,80,Bilateral,,,,,ECC-CON,7.6,3.5,,,,33.2,5.9,0.426,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,38,M,G1,Healthy,Adult 18-59,35.1,12,,78.01,10.66,,Untrained,,0,0,Machine,Knee flexion,Lower,80,Bilateral,,,,,ECC-CON,6.3,2.7,,,,33,8.5,0.423,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Leg press,Lower,40,Bilateral,,,,,ECC-CON,77.6,34.2,,,,167.2,43.2,2.157,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Lat pulldown,Upper,40,Bilateral,,,,,ECC-CON,42.9,16,,,,77.8,15.7,1.004,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Chest press,Upper,40,Bilateral,,,,,ECC-CON,38.8,8.2,,,,95.5,34.8,1.232,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Knee extension,Lower,40,Bilateral,,,,,ECC-CON,32.9,8.8,,,,72.5,19.8,0.935,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Biceps curl,Upper,40,Bilateral,,,,,ECC-CON,35.3,11.6,,,,41.2,9.6,0.531,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Knee flexion,Lower,40,Bilateral,,,,,ECC-CON,24.3,7.9,,,,38.8,7.1,0.501,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,45.5,23.5,,,,167.2,43.2,2.157,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Lat pulldown,Upper,60,Bilateral,,,,,ECC-CON,23.5,5.5,,,,77.8,15.7,1.004,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Chest press,Upper,60,Bilateral,,,,,ECC-CON,22.6,4.4,,,,95.5,34.8,1.232,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Knee extension,Lower,60,Bilateral,,,,,ECC-CON,18.3,5.6,,,,72.5,19.8,0.935,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Biceps curl,Upper,60,Bilateral,,,,,ECC-CON,21.3,6.2,,,,41.2,9.6,0.531,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Knee flexion,Lower,60,Bilateral,,,,,ECC-CON,15.4,5.9,,,,38.8,7.1,0.501,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,19.4,9,,,,167.2,43.2,2.157,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Lat pulldown,Upper,80,Bilateral,,,,,ECC-CON,12.2,3.72,,,,77.8,15.7,1.004,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Chest press,Upper,80,Bilateral,,,,,ECC-CON,12.2,2.87,,,,95.5,34.8,1.232,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Knee extension,Lower,80,Bilateral,,,,,ECC-CON,11.6,4.47,,,,72.5,19.8,0.935,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Biceps curl,Upper,80,Bilateral,,,,,ECC-CON,11.4,4.15,,,,41.2,9.6,0.531,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,25,M,G2,Healthy,Adult 18-59,29.16,6.74,,77.52,9.39,,Trained,0.16,,,Machine,Knee flexion,Lower,80,Bilateral,,,,,ECC-CON,7.2,3.08,,,,38.8,7.1,0.501,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Leg press,Lower,40,Bilateral,,,,,ECC-CON,83.6,38.6,,,,85.3,16.6,1.358,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Lat pulldown,Upper,40,Bilateral,,,,,ECC-CON,45.9,19.9,,,,29.2,5.6,0.465,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Knee extension,Lower,40,Bilateral,,,,,ECC-CON,19.2,5.3,,,,26.7,7.8,0.441,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Biceps curl,Upper,40,Bilateral,,,,,ECC-CON,24.8,11,,,,13.8,2.7,0.425,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Knee flexion,Lower,40,Bilateral,,,,,ECC-CON,16.4,4.4,,,,15.8,3.7,0.22,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,38,19.2,,,,85.3,16.6,1.358,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Lat pulldown,Upper,60,Bilateral,,,,,ECC-CON,23.7,10,,,,29.2,5.6,0.465,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Chest press,Upper,60,Bilateral,,,,,ECC-CON,20.3,8.2,,,,27.7,23.7,0.441,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Knee extension,Lower,60,Bilateral,,,,,ECC-CON,13.4,3.9,,,,26.7,7.8,0.425,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Biceps curl,Upper,60,Bilateral,,,,,ECC-CON,13.8,5.3,,,,13.8,2.7,0.22,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Knee flexion,Lower,60,Bilateral,,,,,ECC-CON,10.5,3.4,,,,15.8,3.7,0.252,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,11.9,7,,,,85.3,16.6,1.358,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Lat pulldown,Upper,80,Bilateral,,,,,ECC-CON,10,5.6,,,,29.2,5.6,0.465,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Chest press,Upper,80,Bilateral,,,,,ECC-CON,10.3,4.2,,,,27.7,23.7,0.441,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Knee extension,Lower,80,Bilateral,,,,,ECC-CON,7.9,2.9,,,,26.7,7.8,0.425,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Biceps curl,Upper,80,Bilateral,,,,,ECC-CON,5.9,3.6,,,,13.8,2.7,0.22,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,40,F,G3,Healthy,Adult 18-59,36.7,11.02,,62.79,11.75,,Untrained,,0,0,Machine,Knee flexion,Lower,80,Bilateral,,,,,ECC-CON,5.9,2.6,,,,15.8,3.7,0.252,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Leg press,Lower,40,Bilateral,,,,,ECC-CON,146.1,66.9,,,,107.5,16,1.822,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Lat pulldown,Upper,40,Bilateral,,,,,ECC-CON,81.3,41.8,,,,34.8,6,0.59,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Knee extension,Lower,40,Bilateral,,,,,ECC-CON,28.5,10.9,,,,40.3,10.2,0.603,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Biceps curl,Upper,40,Bilateral,,,,,ECC-CON,33.4,10.4,,,,17.3,3.8,0.683,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Knee flexion,Lower,40,Bilateral,,,,,ECC-CON,23.2,7.7,,,,21.7,5,0.368,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,57.3,27.9,,,,107.5,16,1.822,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Lat pulldown,Upper,60,Bilateral,,,,,ECC-CON,25.2,7.9,,,,34.8,6,0.59,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Chest press,Upper,60,Bilateral,,,,,ECC-CON,27.9,7.9,,,,35.6,4.9,0.603,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Knee extension,Lower,60,Bilateral,,,,,ECC-CON,16.5,5.3,,,,40.3,10.2,0.683,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Biceps curl,Upper,60,Bilateral,,,,,ECC-CON,16.3,5,,,,17.3,3.8,0.293,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Knee flexion,Lower,60,Bilateral,,,,,ECC-CON,12.4,5.1,,,,21.7,5,0.368,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,22.4,10.7,,,,107.5,16,1.822,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Lat pulldown,Upper,80,Bilateral,,,,,ECC-CON,10.2,3.9,,,,34.8,6,0.59,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Chest press,Upper,80,Bilateral,,,,,ECC-CON,14.3,4.4,,,,35.6,4.9,0.603,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Knee extension,Lower,80,Bilateral,,,,,ECC-CON,9.4,4.3,,,,40.3,10.2,0.683,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Biceps curl,Upper,80,Bilateral,,,,,ECC-CON,6.9,3.1,,,,17.3,3.8,0.293,,,,,,NO,NO
Hoeger.JApplSportSciRes.1990,26,F,G4,Healthy,Adult 18-59,24.11,3.49,,59,7.26,,Trained,0.16,,,Machine,Knee flexion,Lower,80,Bilateral,,,,,ECC-CON,5.3,2.6,,,,21.7,5,0.368,,,,,,NO,NO
Hoffman.JIntSocSportsNutr.2009,12,M,G1,Healthy,Adult 18-59,21.4,4.7,,83.3,5.2,,Trained,0.25,,,Barbell,Bench press,Upper,75,Bilateral,,,,,ECC-CON,13,3.53,,,,,,,,,,,,YES,YES
Hoffman.JIntSocSportsNutr.2009,12,M,G2,Healthy,Adult 18-59,20.4,1.3,,77.8,13.4,,Trained,0.25,,,Barbell,Bench press,Upper,75,Bilateral,,,,,ECC-CON,12.14,1.89,,,,,,,,,,,,YES,YES
Hoffman.JIntSocSportsNutr.2009,12,M,G1,Healthy,Adult 18-59,21.4,4.7,,83.3,5.2,,Trained,0.25,,,Barbell,Squat,Lower,75,Bilateral,,,,,ECC-CON,11.57,4,,,,,,,,,,,,YES,YES
Hoffman.JIntSocSportsNutr.2009,12,M,G2,Healthy,Adult 18-59,20.4,1.3,,77.8,13.4,,Trained,0.25,,,Barbell,Squat,Lower,75,Bilateral,,,,,ECC-CON,13.94,3.11,,,,,,,,,,,,YES,YES
Hostler.EJAP.2001,10,M,G1,Healthy,Adult 18-59,20.3,1.1,,84.5,10.5,,Untrained,,,,,Squat,Lower,60,Bilateral,,,,,ECC-CON,29.83,11.03,,,,154.86,12.45,1.833,,,,,,NO,NO
Hostler.EJAP.2001,10,M,G1,Healthy,Adult 18-59,20.3,1.1,,84.5,10.5,,Untrained,,,,,Knee extension,Lower,60,Bilateral,,,,,ECC-CON,12.93,1.9,,,,101.17,14.01,1.197,,,,,,NO,NO
Hostler.EJAP.2001,16,F,G2,Healthy,Adult 18-59,20.2,1.2,,63.4,9.3,,Untrained,,,,,Squat,Lower,60,Bilateral,,,,,ECC-CON,46.72,11.72,,,,87.94,10.12,1.387,,,,,,NO,NO
Hostler.EJAP.2001,16,F,G2,Healthy,Adult 18-59,20.2,1.2,,63.4,9.3,,Untrained,,,,,Knee extension,Lower,60,Bilateral,,,,,ECC-CON,13.45,2.07,,,,58.37,9.34,0.921,,,,,,NO,NO
Islam.EurJSportSci.2016,7,M,G1,Healthy,Adult 18-59,24.9,2.7,,82.2,11,,Trained,1,,,Barbell,Bench press,Upper,60,Bilateral,,,,,ECC-CON,17.6,3.64,,,,108.04,25.11,1.314,,,,,,NO,NO
Islam.EurJSportSci.2016,9,M,G2,Healthy,Adult 18-59,22.4,1.9,,77.7,5.3,,Trained,1,,,Barbell,Bench press,Upper,60,Bilateral,,,,,ECC-CON,18.94,3.27,,,,104.96,24.67,1.351,,,,,,NO,NO
Islam.EurJSportSci.2016,9,M,G3,Healthy,Adult 18-59,24,2.6,,83.9,9,,Trained,1,,,Barbell,Bench press,Upper,60,Bilateral,,,,,ECC-CON,18.64,5.72,,,,117.29,16.3,1.398,,,,,,NO,NO
Islam.EurJSportSci.2016,7,M,G1,Healthy,Adult 18-59,24.9,2.7,,82.2,11,,Trained,1,,,Machine,Lat pulldown,Upper,60,Bilateral,,,,,ECC-CON,17.97,2.61,,,,94.65,19.32,1.151,,,,,,NO,NO
Islam.EurJSportSci.2016,9,M,G2,Healthy,Adult 18-59,22.4,1.9,,77.7,5.3,,Trained,1,,,Machine,Lat pulldown,Upper,60,Bilateral,,,,,ECC-CON,22.77,4.45,,,,91.7,11.79,1.18,,,,,,NO,NO
Islam.EurJSportSci.2016,9,M,G3,Healthy,Adult 18-59,24,2.6,,83.9,9,,Trained,1,,,Machine,Lat pulldown,Upper,60,Bilateral,,,,,ECC-CON,21.22,4.52,,,,102.84,12.77,1.226,,,,,,NO,NO
Islam.EurJSportSci.2016,7,M,G1,Healthy,Adult 18-59,24.9,2.7,,82.2,11,,Trained,1,,,Machine,Knee extension,Lower,60,Bilateral,,,,,ECC-CON,17.75,2.32,,,,127.54,17.8,1.552,,,,,,NO,NO
Islam.EurJSportSci.2016,9,M,G2,Healthy,Adult 18-59,22.4,1.9,,77.7,5.3,,Trained,1,,,Machine,Knee extension,Lower,60,Bilateral,,,,,ECC-CON,19.4,6.67,,,,117.8,18.22,1.516,,,,,,NO,NO
Islam.EurJSportSci.2016,9,M,G3,Healthy,Adult 18-59,24,2.6,,83.9,9,,Trained,1,,,Machine,Knee extension,Lower,60,Bilateral,,,,,ECC-CON,16.47,4.65,,,,122.88,36.86,1.465,,,,,,NO,NO
Islam.EurJSportSci.2016,7,M,G1,Healthy,Adult 18-59,24.9,2.7,,82.2,11,,Trained,1,,,Machine,Knee flexion,Lower,60,Bilateral,,,,,ECC-CON,16.59,3.12,,,,77.81,14.06,0.947,,,,,,NO,NO
Islam.EurJSportSci.2016,9,M,G2,Healthy,Adult 18-59,22.4,1.9,,77.7,5.3,,Trained,1,,,Machine,Knee flexion,Lower,60,Bilateral,,,,,ECC-CON,18.7,9.71,,,,78.75,10.94,1.014,,,,,,NO,NO
Islam.EurJSportSci.2016,9,M,G3,Healthy,Adult 18-59,24,2.6,,83.9,9,,Trained,1,,,Machine,Knee flexion,Lower,60,Bilateral,,,,,ECC-CON,19.06,7.25,,,,83.13,12.5,0.991,,,,,,NO,NO
Islam.EurJSportSci.2016,7,M,G1,Healthy,Adult 18-59,24.9,2.7,,82.2,11,,Trained,1,,,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,16.91,2.26,,,,279.79,71.49,3.404,,,,,,NO,NO
Islam.EurJSportSci.2016,9,M,G2,Healthy,Adult 18-59,22.4,1.9,,77.7,5.3,,Trained,1,,,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,19.88,4.38,,,,322.98,98.3,4.157,,,,,,NO,NO
Islam.EurJSportSci.2016,9,M,G3,Healthy,Adult 18-59,24,2.6,,83.9,9,,Trained,1,,,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,17.76,5.16,,,,346.81,107.23,4.134,,,,,,NO,NO
Ivey.JStrokeCardiovascDis.2017,14,Mixed,G1,Patients,Adult 18-59,57,14,,85,19,,Patients,,,,Machine,Leg press,Lower,70,Unilateral,,,,,ECC-CON,15,9,,,,133.78,56.23,1.574,,,,,,NO,NO
Ivey.JStrokeCardiovascDis.2017,16,Mixed,G2,Patients,Adult 18-59,55,9,,90,17,,Patients,,,,Machine,Leg press,Lower,70,Unilateral,,,,,ECC-CON,16,11,,,,175.96,92.06,1.955,,,,,,NO,NO
Izquierdo.IntJSportsMed.2006,36,M,G1,Healthy,Adult 18-59,24,2.9,,80,2.01,,Trained,1.25,,,Smith machine,Bench press,Upper,60,Bilateral,,,,,ECC-CON,17.25,2,,,,91,17,1.138,,,,,,NO,NO
Izquierdo.IntJSportsMed.2006,36,M,G1,Healthy,Adult 18-59,24,2.9,,80,2.01,,Trained,1.25,,,Smith machine,Bench press,Upper,65,Bilateral,,,,,ECC-CON,13.8,2,,,,91,17,1.138,,,,,,NO,NO
Izquierdo.IntJSportsMed.2006,36,M,G1,Healthy,Adult 18-59,24,2.9,,80,2.01,,Trained,1.25,,,Smith machine,Bench press,Upper,70,Bilateral,,,,,ECC-CON,11.4,2,,,,91,17,1.138,,,,,,NO,NO
Izquierdo.IntJSportsMed.2006,36,M,G1,Healthy,Adult 18-59,24,2.9,,80,2.01,,Trained,1.25,,,Smith machine,Bench press,Upper,75,Bilateral,,,,,ECC-CON,8.8,2,,,,91,17,1.138,,,,,,NO,NO
Izquierdo.IntJSportsMed.2006,36,M,G1,Healthy,Adult 18-59,24,2.9,,80,2.01,,Trained,1.25,,,Smith machine,Squat,Lower,60,Bilateral,,,,,ECC-CON,21.5,2,,,,200,20,2.5,,,,,,NO,NO
Izquierdo.IntJSportsMed.2006,36,M,G1,Healthy,Adult 18-59,24,2.9,,80,2.01,,Trained,1.25,,,Smith machine,Squat,Lower,65,Bilateral,,,,,ECC-CON,18.6,2,,,,200,20,2.5,,,,,,NO,NO
Izquierdo.IntJSportsMed.2006,36,M,G1,Healthy,Adult 18-59,24,2.9,,80,2.01,,Trained,1.25,,,Smith machine,Squat,Lower,70,Bilateral,,,,,ECC-CON,14.2,2,,,,200,20,2.5,,,,,,NO,NO
Izquierdo.IntJSportsMed.2006,36,M,G1,Healthy,Adult 18-59,24,2.9,,80,2.01,,Trained,1.25,,,Smith machine,Squat,Lower,75,Bilateral,,,,,ECC-CON,10.4,1,,,,200,20,2.5,,,,,,NO,NO
Izquierdo.JAP.2006,14,M,G1,Healthy,Adult 18-59,24.8,2.9,,81.1,4.2,,Trained,0.25,,,Smith machine,Bench press,Upper,75,Bilateral,,,,,ECC-CON,8.69,1.53,,,,79.83,19.09,0.984,,,,,,NO,NO
