Author,n,Sex,Group,Health,Age_grp,Age_M,Age_SD,Age_SEM,BWgt_M,BWgt_SD,BWgt_SEM,RT_status,RT_yr_min,RT_yr_M,RT_yr_SD,Equipment,Exercise,Upper_Lower,%1RM,Limb,Pace_method,CON_s,ECC_s,Sum_s,Contraction,ECC_CON_Reps_M,ECC_CON_Reps_SD,ECC_CON_Reps_SEM,ECC_CON_Reps_MIN,ECC_CON_Reps_MAX,ECC_CON_1RM_M,ECC_CON_1RM_SD,ECC_CON_1RM_ratio_M,ECC_CON_1RM_ratio_SD,ECC_1RM_M,ECC_1RM_SD,CON_1RM_M,CON_1RM_SD,ABT_Bwgt,ABT_Hgt
Maughan.EJAP.1986,11,F,G2,Healthy,Adult 18-59,20.7,1.5,,59,6,,Untrained,,,,Custom apparatus,Biceps curl,Upper,60,Bilateral,Metronome,,,6,ECC-CON,33.3,7.8,,,,,,,,,,,,NO,NO
Maughan.EJAP.1986,11,F,G2,Healthy,Adult 18-59,20.7,1.5,,59,6,,Untrained,,,,Custom apparatus,Biceps curl,Upper,50,Bilateral,Metronome,,,6,ECC-CON,66.5,27.2,,,,,,,,,,,,NO,NO
Mazzetti.MSSE.2000,10,M,G1,Healthy,Adult 18-59,25.2,1.5,,85.9,4.9,,Trained,,1.5,,Smith machine,Bench press,Upper,80,Bilateral,,,,,ECC-CON,7.66,2.93,,,,93.9,4.6,1.093,,,,,,NO,NO
Mazzetti.MSSE.2000,8,M,G2,Healthy,Adult 18-59,23.8,1.3,,84.5,3.4,,Trained,,1.5,,Smith machine,Bench press,Upper,80,Bilateral,,,,,ECC-CON,6.73,1.38,,,,83.7,5.3,0.991,,,,,,NO,NO
Melchiorri.JElectromyogrKinesiol.2011,14,M,G1,Healthy,Adult 18-59,28,6,,72.1,11,,,,,,Other free weights,Biceps curl,Upper,70,Bilateral,Metronome,,,,ECC-CON,8,3,,,,,,,,,,,,YES,YES
Merchant.DisabilRehabil.2008,40,F,G1,Patients,Adult 18-59,57,12,,,,,Patients,,,,Machine,Chest press,Upper,90,Unilateral,,,,,ECC-CON,11,3,,,,,,,,,,,,NO,NO
Merchant.DisabilRehabil.2008,40,F,G1,Patients,Adult 18-59,57,12,,,,,Patients,,,,Machine,Seated row,Upper,90,Unilateral,,,,,ECC-CON,12,5,,,,,,,,,,,,NO,NO
Merchant.DisabilRehabil.2008,40,F,G1,Patients,Adult 18-59,57,12,,,,,Patients,,,,Machine,Lat pulldown,Upper,90,Unilateral,,,,,ECC-CON,10,5,,,,,,,,,,,,NO,NO
Merchant.DisabilRehabil.2008,40,F,G1,Patients,Adult 18-59,57,12,,,,,Patients,,,,Machine,Shoulder press,Upper,90,Unilateral,,,,,ECC-CON,4,4,,,,,,,,,,,,NO,NO
Merrigan.JSciSportExerc.2019,10,F,G1,Healthy,Adult 18-59,20.6,1.3,,61.5,8.6,,Untrained,,,,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,36.8,18.3,,,,152.69,27.26,2.48,0.38,,,,,NO,NO
Merrigan.JSciSportExerc.2019,12,F,G2,Healthy,Adult 18-59,20.9,3.4,,61.4,9.6,,Untrained,,,,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,27.1,11.4,,,,158.52,21.23,2.61,0.39,,,,,NO,NO
Merrigan.JSciSportExerc.2019,10,F,G3,Healthy,Adult 18-59,20.6,1.1,,62.3,8.8,,Untrained,,,,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,41.9,15.8,,,,155.97,30.56,2.58,0.39,,,,,NO,NO
Merrigan.JSciSportExerc.2019,10,F,G1,Healthy,Adult 18-59,20.6,1.3,,61.5,8.6,,Untrained,,,,Smith machine,Squat,Lower,60,Bilateral,,,,,ECC-CON,13.9,6.8,,,,51.24,14.95,0.84,0.22,,,,,NO,NO
Merrigan.JSciSportExerc.2019,12,F,G2,Healthy,Adult 18-59,20.9,3.4,,61.4,9.6,,Untrained,,,,Smith machine,Squat,Lower,60,Bilateral,,,,,ECC-CON,15,4,,,,50.38,6.34,0.83,0.08,,,,,NO,NO
Merrigan.JSciSportExerc.2019,10,F,G3,Healthy,Adult 18-59,20.6,1.1,,62.3,8.8,,Untrained,,,,Smith machine,Squat,Lower,60,Bilateral,,,,,ECC-CON,19.1,8.8,,,,55.11,9.7,0.91,0.2,,,,,NO,NO
Miles.MSSE.2005,7,M,G1,Healthy,Adult 18-59,21.3,3.2,,75.1,11.1,,Untrained,,,,Other free weights,Biceps curl,Upper,50,Unilateral,,,,2,CON only,49.1,21.6,,,,32.1,4.9,0.427,,,,,,NO,NO
Miles.MSSE.2005,6,M,G2,Healthy,Adult 18-59,21.7,3.4,,72.8,7,,Untrained,,,,Other free weights,Biceps curl,Upper,50,Unilateral,,,,2,CON only,43,20,,,,36.8,10,0.505,,,,,,NO,NO
Miles.MSSE.2005,8,F,G3,Healthy,Adult 18-59,19.1,1,,62.6,5.7,,Untrained,,,,Other free weights,Biceps curl,Upper,50,Unilateral,,,,2,CON only,73.1,23.6,,,,17.5,6,0.28,,,,,,NO,NO
Miles.MSSE.2005,10,F,G4,Healthy,Adult 18-59,21.3,3.2,,70.1,13.7,,Untrained,,,,Other free weights,Biceps curl,Upper,50,Unilateral,,,,2,CON only,59.1,51.5,,,,23,5.9,0.328,,,,,,NO,NO
Millender.IntJExercSci.2021,14,F,G1,Healthy,Adult 18-59,22.9,5.4,,61.3,5.1,,Trained,,5.2,2.5,,Chest press,Upper,75,Bilateral,Metronome,1,2,3,ECC-CON,25.26,4.36,,,,,,,,,,,,YES,YES
Millender.IntJExercSci.2021,14,F,G1,Healthy,Adult 18-59,22.9,5.4,,61.3,5.1,,Trained,,5.2,2.5,,Leg press,Lower,75,Bilateral,Metronome,1,2,3,ECC-CON,37.31,14.36,,,,,,,,,,,,YES,YES
Miller.EJAP.1993,8,F,G1,Healthy,Adult 18-59,25,4,,64.4,10.7,,Mixed,,,,Machine,Biceps curl,Upper,60,Unilateral,,,,6,ECC-CON,37,6,,,,10.07,1.01,0.156,,,,,,NO,NO
Miller.EJAP.1993,8,M,G2,Healthy,Adult 18-59,23.3,3.7,,74.3,8.5,,Mixed,,,,Machine,Biceps curl,Upper,60,Unilateral,,,,6,ECC-CON,21,5,,,,19.46,2.01,0.262,,,,,,NO,NO
Mills.Nutrients.2020,13,Mixed,G1,Healthy,Adult 18-59,26.15,4.99,,80.5,18.07,,Trained,0.1,,,,Chest press,Upper,50,Bilateral,,,,,ECC-CON,22.76,4.96,,,,120.89,54.8,1.502,,,,,,NO,NO
Mills.Nutrients.2020,13,Mixed,G1,Healthy,Adult 18-59,26.15,4.99,,80.5,18.07,,Trained,0.1,,,Machine,Leg press,Lower,50,Bilateral,,,,,ECC-CON,17.53,8.96,,,,188.06,88.68,2.336,,,,,,NO,NO
Mills.Nutrients.2020,9,Mixed,G2,Healthy,Adult 18-59,26.44,5.1,,79.88,19.07,,Trained,0.1,,,,Chest press,Upper,50,Bilateral,,,,,ECC-CON,24.22,3.96,,,,143.38,65.1,1.795,,,,,,NO,NO
Mills.Nutrients.2020,9,Mixed,G2,Healthy,Adult 18-59,26.44,5.1,,79.88,19.07,,Trained,0.1,,,Machine,Leg press,Lower,50,Bilateral,,,,,ECC-CON,19.25,9.63,,,,188.06,107.96,2.354,,,,,,NO,NO
Miranda.TranslSportsMed.2021,30,M,G1,Healthy,Adult 18-59,29,7,,89.7,10.9,,Trained,,9,6,,Bench press,Upper,50,Bilateral,,1,1,2,ECC-CON,24.6,7.6,,,,121.8,23.2,1.358,,,,,,NO,NO
Miranda.TranslSportsMed.2021,30,M,G2,Healthy,Adult 18-59,37,8,,72,10,,Endurance trained,,,,,Bench press,Upper,50,Bilateral,,1,1,2,ECC-CON,30,7.9,,,,69.4,21.6,0.964,,,,,,NO,NO
Miranda.TranslSportsMed.2021,30,M,G3,Healthy,Adult 18-59,32,6,,78.4,13.5,,Untrained,,0,0,,Bench press,Upper,50,Bilateral,,1,1,2,ECC-CON,20.5,5.4,,,,55.8,11.3,0.712,,,,,,NO,NO
Miranda.TranslSportsMed.2021,30,M,G1,Healthy,Adult 18-59,29,7,,89.7,10.9,,Trained,,9,6,Machine,Leg press,Lower,50,Bilateral,,1,1,2,ECC-CON,23.1,7.6,,,,384,76.9,4.281,,,,,,NO,NO
Miranda.TranslSportsMed.2021,30,M,G2,Healthy,Adult 18-59,37,8,,72,10,,Endurance trained,,,,Machine,Leg press,Lower,50,Bilateral,,1,1,2,ECC-CON,32,9.8,,,,282.8,62.1,3.928,,,,,,NO,NO
Miranda.TranslSportsMed.2021,30,M,G3,Healthy,Adult 18-59,32,6,,78.4,13.5,,Untrained,,0,0,Machine,Leg press,Lower,50,Bilateral,,1,1,2,ECC-CON,24.7,6.2,,,,186.3,88.4,2.376,,,,,,NO,NO
Miras-Moreno.IJSPP.2022,23,Mixed,G1,Healthy,Adult 18-59,25.6,5.3,,77.6,8.7,,Trained,,5,3.1,Smith machine,Prone bench pull,Upper,60,Bilateral,Max velocity,,,,ECC-CON,20.7,3.1,,,,78.8,12,1.02,0.15,,,,,NO,NO
Miras-Moreno.IJSPP.2022,23,Mixed,G1,Healthy,Adult 18-59,25.6,5.3,,77.6,8.7,,Trained,,5,3.1,Smith machine,Prone bench pull,Upper,70,Bilateral,Max velocity,,,,ECC-CON,14,2.4,,,,78.8,12,1.02,0.15,,,,,NO,NO
Miras-Moreno.IJSPP.2022,23,Mixed,G1,Healthy,Adult 18-59,25.6,5.3,,77.6,8.7,,Trained,,5,3.1,Smith machine,Prone bench pull,Upper,80,Bilateral,Max velocity,,,,ECC-CON,8.2,1.6,,,,78.8,12,1.02,0.15,,,,,NO,NO
Miras-Moreno.IJSPP.2022,23,Mixed,G1,Healthy,Adult 18-59,25.6,5.3,,77.6,8.7,,Trained,,5,3.1,Smith machine,Prone bench pull,Upper,90,Bilateral,Max velocity,,,,ECC-CON,4.3,1.4,,,,78.8,12,1.02,0.15,,,,,NO,NO
Miras-Moreno.IJSPP.2022,23,Mixed,G1,Healthy,Adult 18-59,25.6,5.3,,77.6,8.7,,Trained,,5,3.1,Smith machine,Prone bench pull,Upper,75,Bilateral,Max velocity,,,,ECC-CON,11.4,2.8,,,,78.8,12,1.02,0.15,,,,,NO,NO
Mitchell.JAP.2012,12,M,G1,Healthy,Adult 18-59,21,2.8,,75.3,4.8,,Untrained,,0,0,,Knee extension,Lower,30,Unilateral,,,,,ECC-CON,32.87,3.89,,,,71.69,1.81,0.952,,,,,,NO,NO
Mitchell.JAP.2012,12,M,G2,Healthy,Adult 18-59,21,2.8,,75.3,4.8,,Untrained,,0,0,,Knee extension,Lower,30,Unilateral,,,,,ECC-CON,35.79,5.45,,,,76.2,1.51,1.012,,,,,,NO,NO
Mitchell.JAP.2012,12,M,G3,Healthy,Adult 18-59,21,2.8,,75.3,4.8,,Untrained,,0,0,,Knee extension,Lower,30,Unilateral,,,,,ECC-CON,35.56,6.23,,,,72.89,2.41,0.968,,,,,,NO,NO
Mitchell.JAP.2012,12,M,G1,Healthy,Adult 18-59,21,2.8,,75.3,4.8,,Untrained,,0,0,,Knee extension,Lower,80,Unilateral,,,,,ECC-CON,10,3.46,,,,71.69,1.81,0.952,,,,,,NO,NO
Mitchell.JAP.2012,12,M,G2,Healthy,Adult 18-59,21,2.8,,75.3,4.8,,Untrained,,0,0,,Knee extension,Lower,80,Unilateral,,,,,ECC-CON,10,3.46,,,,76.2,1.51,1.012,,,,,,NO,NO
Mitchell.JAP.2012,12,M,G3,Healthy,Adult 18-59,21,2.8,,75.3,4.8,,Untrained,,0,0,,Knee extension,Lower,80,Unilateral,,,,,ECC-CON,11,3.46,,,,72.89,2.41,0.968,,,,,,NO,NO
Mitter.EurJSportSci.2022,19,M,G1,Healthy,Adult 18-59,27.4,3.7,,85.4,7.2,,Trained,,7.6,3,Barbell,Bench press,Upper,70,Bilateral,,,,,ECC-CON,12.1,2.4,,7,16,112.2,13.6,1.314,,,,,,NO,NO
Mitter.EurJSportSci.2022,19,M,G1,Healthy,Adult 18-59,27.4,3.7,,85.4,7.2,,Trained,,7.6,3,Barbell,Bench press,Upper,80,Bilateral,,,,,ECC-CON,7.6,1.3,,5,10,112.2,13.6,1.314,,,,,,NO,NO
Mitter.EurJSportSci.2022,19,M,G1,Healthy,Adult 18-59,27.4,3.7,,85.4,7.2,,Trained,,7.6,3,Barbell,Bench press,Upper,90,Bilateral,,,,,ECC-CON,4.3,0.9,,3,6,112.2,13.6,1.314,,,,,,NO,NO
Mitter.EurJSportSci.2022,11,F,G2,Healthy,Adult 18-59,26.9,5.2,,63.4,4.4,,Trained,,3.5,2.6,Barbell,Bench press,Upper,70,Bilateral,,,,,ECC-CON,13.1,2.1,,9,15,61.4,10,0.968,,,,,,NO,NO
Mitter.EurJSportSci.2022,11,F,G2,Healthy,Adult 18-59,26.9,5.2,,63.4,4.4,,Trained,,3.5,2.6,Barbell,Bench press,Upper,80,Bilateral,,,,,ECC-CON,8.4,1.6,,6,11,61.4,10,0.968,,,,,,NO,NO
Mitter.EurJSportSci.2022,11,F,G2,Healthy,Adult 18-59,26.9,5.2,,63.4,4.4,,Trained,,3.5,2.6,Barbell,Bench press,Upper,90,Bilateral,,,,,ECC-CON,4.3,1.3,,2,6,61.4,10,0.968,,,,,,NO,NO
Mitter.PLOSone.2022,24,Mixed,G1,Healthy,Adult 18-59,27.4,4,,77.2,12.6,,Trained,1,,,Barbell,Bench press,Upper,70,Bilateral,Max velocity,,,,ECC-CON,12.26,,,,,,,1.19,0.23,,,,,YES,NO
Mitter.PLOSone.2022,24,Mixed,G1,Healthy,Adult 18-59,27.4,4,,77.2,12.6,,Trained,1,,,Barbell,Bench press,Upper,80,Bilateral,Max velocity,,,,ECC-CON,7.89,,,,,,,1.19,0.23,,,,,YES,NO
Mitter.PLOSone.2022,24,Mixed,G1,Healthy,Adult 18-59,27.4,4,,77.2,12.6,,Trained,1,,,Barbell,Bench press,Upper,90,Bilateral,Max velocity,,,,ECC-CON,4.25,,,,,,,1.19,0.23,,,,,YES,NO
Moir.JHumanKinetics.2013,9,M,G1,Healthy,Adult 18-59,21.6,1,,90.7,21,,Trained,1,,,Barbell,Bench press,Upper,110,Bilateral,,,,,ECC only,14.2,3.5,,,,137.7,30.4,1.518,,,,,,NO,NO
Moir.JHumanKinetics.2013,9,M,G1,Healthy,Adult 18-59,21.6,1,,90.7,21,,Trained,1,,,Barbell,Bench press,Upper,120,Bilateral,,,,,ECC only,11.4,5.1,,,,137.7,30.4,1.518,,,,,,NO,NO
Moir.JHumanKinetics.2013,9,M,G1,Healthy,Adult 18-59,21.6,1,,90.7,21,,Trained,1,,,Barbell,Bench press,Upper,130,Bilateral,,,,,ECC only,9.4,3.8,,,,137.7,30.4,1.518,,,,,,NO,NO
Moraes.JExercPhysiolOnline.2014,7,M,G1,Healthy,Youth <18,14.4,1.3,,67.1,9.2,,Trained,0.5,,,,Bench press,Upper,80,Bilateral,Self-paced,,,,ECC-CON,10.3,1.1,,,,43.9,13.8,0.654,,,,,,NO,NO
Moraes.JExercPhysiolOnline.2014,7,M,G1,Healthy,Youth <18,14.4,1.3,,67.1,9.2,,Trained,0.5,,,Machine,Lat pulldown,Upper,80,Bilateral,Self-paced,,,,ECC-CON,14.7,1.5,,,,63.4,12.2,0.945,,,,,,NO,NO
Moraes.JExercPhysiolOnline.2014,7,M,G1,Healthy,Youth <18,14.4,1.3,,67.1,9.2,,Trained,0.5,,,Machine,Leg press,Lower,80,Bilateral,Self-paced,,,,ECC-CON,19.1,4.1,,,,395.7,87.3,5.897,,,,,,NO,NO
Moraes.JExercPhysiolOnline.2014,10,M,G2,Healthy,Youth <18,14.6,0.8,,64.8,7,,Untrained,,0,0,,Bench press,Upper,80,Bilateral,Self-paced,,,,ECC-CON,9,2,,,,40.8,144,0.63,,,,,,NO,NO
Moraes.JExercPhysiolOnline.2014,10,M,G2,Healthy,Youth <18,14.6,0.8,,64.8,7,,Untrained,,0,0,Machine,Lat pulldown,Upper,80,Bilateral,Self-paced,,,,ECC-CON,11.3,2.2,,,,59.3,10.1,0.915,,,,,,NO,NO
Moraes.JExercPhysiolOnline.2014,10,M,G2,Healthy,Youth <18,14.6,0.8,,64.8,7,,Untrained,,0,0,Machine,Leg press,Lower,80,Bilateral,Self-paced,,,,ECC-CON,14.9,3.9,,,,265.4,70.1,4.096,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Bench press,Upper,70,Bilateral,,,,,ECC-CON,13.35,1.99,,,,136.83,24.4,1.382,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Bench press,Upper,75,Bilateral,,,,,ECC-CON,11.04,1.15,,,,136.83,24.4,1.382,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Bench press,Upper,80,Bilateral,,,,,ECC-CON,9.22,2.09,,,,136.83,24.4,1.382,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Bench press,Upper,85,Bilateral,,,,,ECC-CON,6,1.28,,,,136.83,24.4,1.382,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Bench press,Upper,90,Bilateral,,,,,ECC-CON,4.04,1.02,,,,136.83,24.4,1.382,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Bench press,Upper,95,Bilateral,,,,,ECC-CON,2.17,0.89,,,,136.83,24.4,1.382,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Squat,Lower,70,Bilateral,,,,,ECC-CON,13.48,2.33,,,,180.34,19.85,1.822,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Squat,Lower,75,Bilateral,,,,,ECC-CON,10.61,1.12,,,,180.34,19.85,1.822,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Squat,Lower,80,Bilateral,,,,,ECC-CON,8.44,1.44,,,,180.34,19.85,1.822,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Squat,Lower,85,Bilateral,,,,,ECC-CON,6.48,1.31,,,,180.34,19.85,1.822,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Squat,Lower,90,Bilateral,,,,,ECC-CON,4.57,0.9,,,,180.34,19.85,1.822,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Squat,Lower,95,Bilateral,,,,,ECC-CON,2.39,0.73,,,,180.34,19.85,1.822,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Power clean,,70,Bilateral,,,,,ECC-CON,13.61,2.57,,,,123.87,13.95,1.251,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Power clean,,75,Bilateral,,,,,ECC-CON,11.52,1.83,,,,123.87,13.95,1.251,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Power clean,,80,Bilateral,,,,,ECC-CON,9.26,1.76,,,,123.87,13.95,1.251,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Power clean,,85,Bilateral,,,,,ECC-CON,7.04,1.66,,,,123.87,13.95,1.251,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Power clean,,90,Bilateral,,,,,ECC-CON,4.57,1.5,,,,123.87,13.95,1.251,,,,,,NO,NO
Morales.JSCR.1996,23,M,G1,Healthy,Adult 18-59,21.18,1.3,,98.98,15.01,,Trained,1,,,Barbell,Power clean,,95,Bilateral,,,,,ECC-CON,2.57,1.16,,,,123.87,13.95,1.251,,,,,,NO,NO
Mosher.JSCR.2016,12,M,G1,Healthy,Adult 18-59,21,2,,82.49,9.79,,Trained,,4.2,0.9,Smith machine,Bench press,Upper,60,Bilateral,Metronome,2,2,4,ECC-CON,17.04,3.15,,,,,,,,,,,,YES,YES
Motoyama.Sports.2016,8,M,G1,Healthy,Adult 18-59,26.9,2.2,,85.4,3,,Trained,0.5,,,,Bench press,Upper,75,Bilateral,Metronome,2,2,4,ECC-CON,16.1,1.07,,,,,,,,,,,,NO,NO
Motoyama.Sports.2016,8,M,G1,Healthy,Adult 18-59,26.9,2.2,,85.4,3,,Trained,0.5,,,,Squat,Lower,75,Bilateral,Metronome,2,2,4,ECC-CON,17.17,1.7,,,,,,,,,,,,NO,NO
Nickerson.JSCR.2020,10,M,G1,Healthy,Adult 18-59,,,,,,,Trained,0.5,,,Barbell,Bench press,Upper,70,Bilateral,Max velocity,,,,ECC-CON,14.7,3.2,,,,129.32,30.5,,,,,,,NO,NO
Nickerson.JSCR.2020,10,F,G2,Healthy,Adult 18-59,,,,,,,Trained,0.5,,,Barbell,Bench press,Upper,70,Bilateral,Max velocity,,,,ECC-CON,16.4,4.4,,,,50.91,8.89,,,,,,,NO,NO
Noble.ResQ.1973,29,M,G1,Healthy,Adult 18-59,,,,,,,,,,,Machine,Chest press,Upper,50,Bilateral,,,,2,ECC-CON,31,6.39,,,,61.14,10.81,,,,,,,NO,NO
Noble.ResQ.1973,35,M,G2,Healthy,Adult 18-59,,,,,,,,,,,Machine,Chest press,Upper,50,Bilateral,,,,2,ECC-CON,32.52,4.05,,,,62,10.63,,,,,,,NO,NO
Noble.ResQ.1973,29,M,G1,Healthy,Adult 18-59,,,,,,,,,,,Machine,Leg press,Lower,66,Bilateral,,,,2,ECC-CON,34.9,13.12,,,,169,27.31,,,,,,,NO,NO
Noble.ResQ.1973,35,M,G2,Healthy,Adult 18-59,,,,,,,,,,,Machine,Leg press,Lower,66,Bilateral,,,,2,ECC-CON,45.41,16.91,,,,170.19,22.63,,,,,,,NO,NO
Norum.SJMSS.2019,15,F,G1,Healthy,Adult 18-59,29.8,4,,63.8,5.5,,Trained,,7,5,Smith machine,Squat,Lower,60,Bilateral,Metronome,,,4,ECC-CON,39,17,,,,97,13,1.5,0.2,,,,,NO,NO
Norum.SJMSS.2019,15,F,G1,Healthy,Adult 18-59,29.8,4,,63.8,5.5,,Trained,,7,5,,Bench press,Upper,60,Bilateral,Metronome,,,4,ECC-CON,21,6,,,,66,10,1,0.2,,,,,NO,NO
Nuzzo.EJAP.2023,12,M,G1,Healthy,Adult 18-59,30.2,7.7,,83.8,14.7,,Trained,,8.4,7.5,Other free weights,Biceps curl,Upper,60,Unilateral,Metronome,2,2,4,ECC-CON,12.3,44,,,,22.6,5.7,0.27,,,,,,NO,NO
Nuzzo.EJAP.2023,12,M,G1,Healthy,Adult 18-59,30.2,7.7,,83.8,14.7,,Trained,,8.4,7.5,Other free weights,Biceps curl,Upper,80,Unilateral,Metronome,2,2,4,ECC-CON,6.5,2.7,,,,22.6,5.7,0.27,,,,,,NO,NO
Nuzzo.EJAP.2023,9,F,G2,Healthy,Adult 18-59,30.6,8.4,,62.1,6.9,,Trained,,9.9,8.9,Other free weights,Biceps curl,Upper,60,Unilateral,Metronome,2,2,4,ECC-CON,15.6,4.7,,,,12.5,1.7,0.201,,,,,,NO,NO
Nuzzo.EJAP.2023,9,F,G2,Healthy,Adult 18-59,30.6,8.4,,62.1,6.9,,Trained,,9.9,8.9,Other free weights,Biceps curl,Upper,80,Unilateral,Metronome,2,2,4,ECC-CON,6.2,2.1,,,,12.5,1.7,0.201,,,,,,NO,NO
Odgers.JSCR.2021,14,M,G1,Healthy,Adult 18-59,28.9,5.7,,89.9,11.9,,Trained,0.5,,,Barbell,Front squat,Lower,80,Bilateral,Self-paced,,,,ECC-CON,8.42,1.78,,,,160.2,24.3,1.78,0.2,,,,,NO,NO
Odgers.JSCR.2021,14,M,G1,Healthy,Adult 18-59,28.9,5.7,,89.9,11.9,,Trained,0.5,,,Barbell,Front squat,Lower,80,Bilateral,Self-paced,,,,ECC-CON,10.07,2.76,,,,267.1,38,3,0.3,,,,,NO,NO
Odgers.JSCR.2021,13,F,G2,Healthy,Adult 18-59,30.1,5.4,,64.2,9,,Trained,0.5,,,Other free weights,Deadlift,Lower,80,Bilateral,Self-paced,,,,ECC-CON,9.92,2.4,,,,102.9,14.8,1.6,0.2,,,,,NO,NO
Odgers.JSCR.2021,13,F,G2,Healthy,Adult 18-59,30.1,5.4,,64.2,9,,Trained,0.5,,,Other free weights,Deadlift,Lower,80,Bilateral,Self-paced,,,,ECC-CON,9.08,2.25,,,,159.2,22.3,2.5,0.3,,,,,NO,NO
Outlaw.JSCR.2016,7,F,G1,Healthy,Adult 18-59,20,1.9,,65.1,7.7,,Untrained,,0,0,Barbell,Bench press,Upper,65,Bilateral,,,,,ECC-CON,17.2,4.8,,,,91.4,9,1.404,,,,,,YES,YES
Outlaw.JSCR.2016,8,F,G2,Healthy,Adult 18-59,21,2.4,,64.5,9.5,,Untrained,,0,0,Barbell,Bench press,Upper,65,Bilateral,,,,,ECC-CON,18.7,6.1,,,,77.8,13.7,1.206,,,,,,YES,YES
Outlaw.JSCR.2016,7,F,G1,Healthy,Adult 18-59,20,1.9,,65.1,7.7,,Untrained,,0,0,Machine,Leg press,Lower,65,Bilateral,,,,,ECC-CON,26.6,9.9,,,,466.4,81.1,7.164,,,,,,YES,YES
Outlaw.JSCR.2016,8,F,G2,Healthy,Adult 18-59,21,2.4,,64.5,9.5,,Untrained,,0,0,Machine,Leg press,Lower,65,Bilateral,,,,,ECC-CON,26.3,8.3,,,,466.1,49.4,7.226,,,,,,YES,YES
Ozaki.JSportsSci.2018,9,M,G1,Healthy,Adult 18-59,26,3,,65.1,7.5,,Untrained,,,,Other free weights,Biceps curl,Upper,30,Unilateral,Metronome,1,2,3,ECC-CON,62.83,23.75,,,,14.86,1.25,0.228,,,,,,NO,NO
Ozaki.JSportsSci.2018,9,M,G1,Healthy,Adult 18-59,26,3,,65.1,7.5,,Untrained,,,,Other free weights,Biceps curl,Upper,30,Unilateral,Metronome,1,2,3,ECC-CON,56.4,23.75,,,,15.23,0.83,0.234,,,,,,NO,NO
Ozaki.JSportsSci.2018,9,M,G1,Healthy,Adult 18-59,26,3,,65.1,7.5,,Untrained,,,,Other free weights,Biceps curl,Upper,30,Unilateral,Metronome,1,2,3,ECC-CON,46.5,17.81,,,,15.46,1.16,0.238,,,,,,NO,NO
Painelli.EJAP.2011,12,M,G1,Healthy,Adult 18-59,24.08,2.99,,78.67,8.17,,Trained,,1.5,,Smith machine,Bench press,Upper,70,Bilateral,,,,,ECC-CON,15.69,1.79,,,,101.44,6.3,1.289,,,,,,YES,YES
